Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2024-12-22 00:00,8.99,54.05,0.00,0.03,77.29,0.0000,0.0000
2024-12-23 00:00,6.45,51.22,0.00,0.04,76.92,0.0000,0.0000
2024-12-24 00:00,4.65,49.24,0.00,0.04,76.46,0.0000,0.0000
2024-12-25 00:00,3.38,47.83,0.00,0.03,76.14,0.0000,0.0000
2024-12-26 00:00,2.47,46.98,0.00,0.04,75.77,0.0000,0.0000
2024-12-27 00:00,1.87,45.28,0.03,0.02,75.74,0.0000,0.0054
2024-12-28 00:00,6.65,46.69,0.76,0.03,79.27,0.0001,0.1564
2024-12-29 00:00,46.84,112.07,1.24,0.03,84.35,0.0002,0.2688
2024-12-30 00:00,40.71,219.61,0.04,0.04,84.09,0.0000,0.0073
2024-12-31 00:00,28.75,187.35,0.00,0.04,83.59,0.0000,0.0002
